team_code,team_name,season,suspicious_reason,percent_players_67_to_71,percent_same_rating,highest_rated_player,highest_ovr,average_ovr,rating_spread,recommended_action
IND,Indianapolis Colts,1979,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,59.2,Steve Mike-Mayer,76,72.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1980,>=40% share one rating (73); compressed spread (10),0,58,Derrick Hatchett,82,73.4,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1981,>=40% share one rating (73); compressed spread (10),0,47.1,Derrick Hatchett,82,73.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1983,>=40% share one rating (73); compressed spread (8),0,60.7,Earnest Barnes,80,73.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1985,>=40% share one rating (73); compressed spread (8),0,61.5,Brad White,80,73.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1986,>=40% share one rating (73); compressed spread (11),0,56.1,Jon Hand,83,73.4,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1989,>=40% share one rating (73); compressed spread (9),0,66,Michael Ball,81,73.7,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1990,>=40% share one rating (73); compressed spread (9),0,61,Mike Prior,81,73.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1991,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,56.9,Dean Biasucci,76,73,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1992,>=40% share one rating (73); compressed spread (9),0,58,Tony McCoy,81,73.6,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1993,>=40% share one rating (73); compressed spread (8),0,60.3,John Baylor,80,73.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1994,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,60.4,Cecil Gray,75,73,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1995,>=40% share one rating (73); compressed spread (9),0,65.5,Jason Belser,81,73.4,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1996,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,57.4,Cary Blanchard,75,73,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1997,>=40% share one rating (73); compressed spread (8),0,75.8,Jason Belser,80,73.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
IND,Indianapolis Colts,1998,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,73.4,Adam Meadows,75,73.1,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
JAX,Jacksonville Jaguars,1995,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,56.3,Brian DeMarco,75,73.3,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
JAX,Jacksonville Jaguars,1996,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,66.1,Jimmy Herndon,75,73,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
JAX,Jacksonville Jaguars,1997,>=40% share one rating (73); compressed spread (8),0,64.4,Travis Davis,80,73.4,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
JAX,Jacksonville Jaguars,1998,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,67.6,Leon Searcy,75,73.1,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1965,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,69,Dave Hill,75,73.1,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1966,>=40% share one rating (73); compressed spread (3); no player >=80 (top 75),0,64.4,Dave Hill,75,73.2,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1968,>=40% share one rating (73); compressed spread (9),0,44.4,Fred Arbanas,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1969,>=40% share one rating (73); compressed spread (9),0,50,Frank Pitts,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1970,>=40% share one rating (73); compressed spread (9),0,46.7,Buck Buchanan,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1971,>=40% share one rating (73); compressed spread (9),0,62.8,Jim Kearney,81,73.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1972,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,52.2,Jan Stenerud,76,73.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1973,>=40% share one rating (73); compressed spread (8),0,53.1,Jim Kearney,80,73.6,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1974,>=40% share one rating (73); compressed spread (9),0,63,Jim Kearney,81,73.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1976,>=40% share one rating (73); compressed spread (10),0,51.1,Emmitt Thomas,82,73.6,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1977,>=40% share one rating (73); compressed spread (10),0,60,Emmitt Thomas,82,73.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1978,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,66,Jan Stenerud,76,73.2,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1979,>=40% share one rating (73); compressed spread (9),0,65.5,Don Parrish,81,73.4,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1980,>=40% share one rating (73); compressed spread (9),0,67.3,Gary Barbaro,81,73.4,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1983,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,71.4,Nick Lowery,76,73.2,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1984,>=40% share one rating (73); compressed spread (8),0,64.3,Lloyd Burruss,80,73.5,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1985,>=40% share one rating (73); compressed spread (8),0,61.1,Lloyd Burruss,80,73.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1986,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,63,Nick Lowery,76,73.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1988,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,62.9,Nick Lowery,76,73,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1989,>=40% share one rating (73),0,55.4,Derrick Thomas,95,73.6,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1990,>=40% share one rating (73),0,50,Derrick Thomas,95,73.8,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1991,>=40% share one rating (73),0,64.3,Derrick Thomas,95,74.1,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1992,>=40% share one rating (73),0,59.6,Derrick Thomas,95,73.7,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1993,>=40% share one rating (73),0,63.8,Derrick Thomas,95,73.8,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1994,>=40% share one rating (73),0,71,Derrick Thomas,95,73.6,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1995,>=40% share one rating (73),0,50,Derrick Thomas,95,73.9,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1996,>=40% share one rating (73),0,50,Derrick Thomas,95,73.9,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1997,>=40% share one rating (73),0,49.1,Derrick Thomas,95,74,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
KC,Kansas City Chiefs,1998,>=40% share one rating (73),0,43.3,Derrick Thomas,95,73.9,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1965,compressed spread (9),0,38.6,Dave Kocourek,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1966,>=40% share one rating (73); compressed spread (9),0,48.1,Don Norton,81,73.9,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1967,>=40% share one rating (73); compressed spread (10),0,40.4,Gary Garrison,82,73.9,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1968,>=40% share one rating (73); compressed spread (10),0,44.4,Houston Ridge,82,73.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1969,>=40% share one rating (73); compressed spread (10),0,47.9,Bob Briggs,82,73.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1970,>=40% share one rating (73); compressed spread (10),0,59.6,Joe Owens,82,73.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1971,>=40% share one rating (73); compressed spread (10),0,57.4,Bob Howard,82,73.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1973,>=40% share one rating (73); compressed spread (10),0,53.2,Bob Howard,82,73.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1975,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,68.6,Ray Wersching,76,73.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1977,>=40% share one rating (73); compressed spread (9),0,59.6,Clarence Duren,81,73.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1978,>=40% share one rating (73); compressed spread (10),0,65.3,Hal Stringert,82,73.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1981,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,68.6,Rolf Benirschke,76,73.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1982,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,54.9,Rolf Benirschke,76,73.2,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1983,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,64.3,Rolf Benirschke,76,73.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1986,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,51.7,Rolf Benirschke,76,73.4,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1990,>=40% share one rating (73),0,50,Junior Seau,95,73.7,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1991,>=40% share one rating (73),0,45.9,Junior Seau,95,73.9,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1992,>=40% share one rating (73),0,45.2,Junior Seau,95,73.9,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1993,>=40% share one rating (73),0,49.2,Junior Seau,95,74,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1994,>=40% share one rating (73),0,52.6,Junior Seau,95,73.7,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1995,>=40% share one rating (73),0,40.7,Junior Seau,95,73.9,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1996,>=40% share one rating (73),0,46.6,Junior Seau,95,73.7,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LAC,Los Angeles Chargers,1998,>=40% share one rating (74),0,41.7,Junior Seau,95,74,23,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1965,>=40% share one rating (74); compressed spread (10),0,45.2,Ben Davidson,82,74.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1966,>=40% share one rating (74); compressed spread (10),0,40.9,Art Powell,82,74.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1967,>=40% share one rating (73); compressed spread (11),0,53.5,Ben Davidson,83,73.6,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1968,>=40% share one rating (74); compressed spread (10),0,40.8,Ben Davidson,82,73.9,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1969,>=40% share one rating (73); compressed spread (10),0,46.5,Ben Davidson,82,73.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1970,>=40% share one rating (73); compressed spread (10),0,47.7,Ben Davidson,82,73.9,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1972,>=40% share one rating (74); compressed spread (10),0,50,Fred Biletnikoff,82,74.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1973,>=40% share one rating (74); compressed spread (9),0,41.9,Bob Moore,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1974,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,46.9,George Jakowenko,76,73.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1975,>=40% share one rating (73); compressed spread (8),0,40.4,George Atkinson,80,73.6,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1977,>=40% share one rating (73); compressed spread (9),0,48,Dave Rowe,81,73.6,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1979,compressed spread (9),0,39.2,Dave Pear,81,73.7,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1980,compressed spread (9),0,38.8,Burgess Owens,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1981,>=40% share one rating (73); compressed spread (9),0,46,Johnny Robinson,81,73.7,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1982,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,55.6,Chris Bahr,76,73.4,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1983,>=40% share one rating (73); compressed spread (9),0,40,Archie Reese,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1984,>=40% share one rating (73); compressed spread (9),0,45.8,Vann McElroy,81,73.6,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1985,>=40% share one rating (73); compressed spread (8),0,46.4,Bill Pickel,80,73.4,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1986,>=40% share one rating (73); compressed spread (9),0,43.1,Bill Pickel,81,73.6,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1988,compressed spread (9),0,39.3,Bill Pickel,81,73.6,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1989,compressed spread (4); no player >=80 (top 76),0,38.6,Jeff Jaeger,76,73.4,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1990,>=40% share one rating (73); compressed spread (11),0,63,Greg Townsend,83,73.6,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1991,>=40% share one rating (73); compressed spread (8),0,40.4,Eddie Anderson,80,73.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1992,compressed spread (8),0,38.9,Eddie Anderson,80,73.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1993,>=40% share one rating (73); compressed spread (4); no player >=80 (top 76),0,46.6,Jeff Jaeger,76,73.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1994,>=40% share one rating (74); compressed spread (9),0,40,Jerry Ball,81,73.7,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1997,>=40% share one rating (74); compressed spread (8),0,52.6,James Trapp,80,73.8,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
LV,Las Vegas Raiders,1998,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,56.1,Greg Davis,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1966,>=40% share one rating (74); compressed spread (3); no player >=80 (top 75),0,62.3,Ernie Park,75,73.8,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1967,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,60.4,Booth Lusteg,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1968,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,52.1,Jimmy Keyes,76,73.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1969,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,64,Karl Kremser,76,73.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1971,>=40% share one rating (74); compressed spread (9),0,56.8,Dick Anderson,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1973,>=40% share one rating (74); compressed spread (9),0,59.6,Dick Anderson,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1974,>=40% share one rating (74); compressed spread (9),0,51,Dick Anderson,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1975,>=40% share one rating (74); compressed spread (10),0,55.3,Bill Stanfill,82,74.4,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1976,>=40% share one rating (74); compressed spread (9),0,42,Barry Hill,81,73.7,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1977,>=40% share one rating (73); compressed spread (10),0,41.2,Charles Cornelius,82,74,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1978,>=40% share one rating (74); compressed spread (9),0,52.1,Bob Baumhower,81,73.9,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1979,compressed spread (10),0,38.8,Duriel Harris,82,74.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1980,>=40% share one rating (74); compressed spread (9),0,43.4,Bob Baumhower,81,73.7,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1981,>=40% share one rating (74); compressed spread (9),0,52,Bob Baumhower,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1982,>=40% share one rating (74); compressed spread (8),0,47.1,Glenn Blackwood,80,73.8,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1983,>=40% share one rating (74); compressed spread (9),0,41.5,Glenn Blackwood,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1984,>=40% share one rating (74); compressed spread (9),0,51.9,Glenn Blackwood,81,73.9,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1985,>=40% share one rating (73); compressed spread (8),0,43.4,Bill Barnett,80,73.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1986,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,49.1,Fuad Reveiz,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1989,>=40% share one rating (74); compressed spread (9),0,43.1,Brian Sochia,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1990,>=40% share one rating (74); compressed spread (9),0,55.2,Louis Oliver,81,73.9,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1991,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,58.1,Pete Stoyanovich,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1992,>=40% share one rating (74); compressed spread (9),0,55.4,Eddie Blake,81,73.8,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1993,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,44.3,Pete Stoyanovich,76,73.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1994,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,49.2,Pete Stoyanovich,76,73.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
