player_id,name,team_code,season,position,current_overall,reason_flagged,recommended_next_step
00-0008425,Alonzo Johnson,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007093,Andre Hastings,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000969,Brett Bech,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006536,Eric Guliford,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0016762,Gunnard Twynner,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0013097,Keith Poole,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008059,Qadry Ismail,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0004077,Sean Dawkins,NO,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0016550,Amani Toomer,NYG,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006575,Andy Haase,NYG,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000172,Brian Alford,NYG,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0002544,Chris Calloway,NYG,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0012642,David Patten,NYG,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0003344,Greg Comella,NYG,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0003681,Howard Cross,NYG,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007468,Ike Hilliard,NYG,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008962,Joe Jurevicius,NYG,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008570,LeShon Johnson,NYG,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000745,Tiki Barber,NYG,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0017486,Tyrone Wheatley,NYG,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0016821,Alex Van Dyke,NYJ,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0015452,Blake Spence,NYJ,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0010442,Curtis Martin,NYJ,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0011095,Dave Meggett,NYJ,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0017160,Dedric Ward,NYJ,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000911,Fred Baxter,NYJ,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0015420,Jerald Sowell,NYJ,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0002451,Keith Byars,NYJ,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008561,Keyshawn Johnson,NYJ,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0001661,Kyle Brady,NYJ,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008568,Leon Johnson,NYJ,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000339,Richie Anderson,NYJ,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0002962,Wayne Chrebet,NYJ,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007141,Aaron Hayden,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008903,Andrew Jordan,PHI,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0005779,Charlie Garner,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0005396,Chris Fontenot,PHI,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0017022,Corey Walker,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000534,Darnell Autry,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008329,Dietrich Jells,PHI,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0015523,Duce Staley,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0015390,Freddie Solomon,PHI,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0005616,Irving Fryar,PHI,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0001525,James Bostic,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0004637,Jason Dunn,PHI,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006210,Jeff Graham,PHI,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006777,Karl Hankton,PHI,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0014977,Kaseem Sinceno,PHI,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0010942,Kevin McKenzie,PHI,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0016723,Kevin Turner,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mike-reed,Mike Reed,PHI,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0014729,Bobby Shaw,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0009247,Carlos King,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008454,Charles Johnson,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0005620,Chris Fuamatu-Ma'afala,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007120,Courtney Hawkins,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0004634,David Dunn,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0010632,Fred McAfee,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0001268,Harold Bishop,PIT,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000596,Henry Bailey,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0017162,Hines Ward,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000446,Jahine Arnold,PIT,1998,WR,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0001215,Jerome Bettis,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0018141,Jon Witman,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0002102,Mark Bruener,PIT,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0010202,Mitch Lyons,PIT,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007969,Richard Huntley,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0009819,Tim Lester,PIT,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006305,Ahman Green,SEA,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0003715,Carlester Crumpler,SEA,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0005101,Christian Fauria,SEA,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0010589,Deems May,SEA,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0011224,Itula Mili,SEA,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0015830,Mack Strong,SEA,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0002027,Reggie Brown,SEA,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0017322,Ricky Watters,SEA,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0001868,Steve Broussard,SEA,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0005060,Chad Fann,SF,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0009835,Chuck Levy,SF,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000942,Fred Beasley,SF,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007180,Garrison Hearst,SF,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0003039,Greg Clark,SF,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0015195,Irv Smith,SF,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0004768,Marc Edwards,SF,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0009288,Terry Kirby,SF,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0009738,Amp Lee,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0009842,Chad Lewis,STL,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0016371,David Thompson,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006930,Derrick Harris,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0003400,Ernie Conwell,STL,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007436,Greg Hill,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0011573,Jerald Moore,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007276,June Henley,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0008224,Mitch Jacoby,STL,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0007579,Robert Holcombe,STL,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0017924,Roland Williams,STL,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000441,Tyji Armstrong,STL,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0011551,Dave Moore,TB,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0004871,Jerry Ellison,TB,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0004004,John Davis,TB,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0011958,Lorenzo Neal,TB,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000251,Mike Alstott,TB,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0006804,Patrick Hape,TB,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0000007,Rabih Abdullah,TB,1998,RB,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
00-0018343,Frank Wycheck,TEN,1998,TE,70,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
max-mcgee,Max McGee,GB,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jimmy-orr,Jimmy Orr,IND,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
neal-petties,Neal Petties,IND,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
raymond-berry,Raymond Berry,IND,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
willie-richardson,Willie Richardson,IND,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
chris-burford,Chris Burford,KC,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
frank-jackson,Frank Jackson,KC,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
frank-pitts,Frank Pitts,KC,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
johnny-robinson,Johnny Robinson,KC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mack-lee-hill,Mack Lee Hill,KC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
otis-taylor,Otis Taylor,KC,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tommy-brooker,Tommy Brooker,KC,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
gene-foster,Gene Foster,LAC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jacque-mackinnon,Jacque MacKinnon,LAC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jim-allison,Jim Allison,LAC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
keith-lincoln,Keith Lincoln,LAC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
paul-lowe,Paul Lowe,LAC,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
alan-miller,Alan Miller,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
billy-cannon,Billy Cannon,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
clem-daniels,Clem Daniels,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
gene-mingo,Gene Mingo,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-todd,Larry Todd,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
pervis-atkins,Pervis Atkins,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
roger-hagberg,Roger Hagberg,LV,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
bill-brown,Bill Brown,MIN,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
billy-barnes,Billy Barnes,MIN,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dave-osborn,Dave Osborn,MIN,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dick-james,Dick James,MIN,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jim-phillips,Jim Phillips,MIN,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jim-young,Jim Young,MIN,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lance-rentzel,Lance Rentzel,MIN,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
paul-flatley,Paul Flatley,MIN,1965,WR,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
phil-king,Phil King,MIN,1965,RB,69,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
