player_id,season,team_code,status,rating_source,rating_confidence,needs_manual_review,note,overall,speed,strength,awareness,pass_rating,run_rating,receiving,blocking,pass_block,run_block,pass_rush,run_defense,tackling,coverage,man_coverage,zone_coverage,hands,kicking,punting,clutch,playoff_clutch,durability
00-0004003,1992,BUF,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,48,75,62,34,34,35,75,74,72,33,34,33,36,33,35,35,37,32,48,49,61
00-0005217,1992,BUF,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,51,72,62,32,34,36,71,76,74,36,37,32,33,37,33,36,34,37,47,48,63
00-0002975,1992,BUF,generated_low_confidence,generated,0.45,,Rated 74 (K): lead starter by within-roster depth rank — low confidence.,74,35,32,61,33,37,34,33,33,36,33,36,35,32,34,34,34,72,51,67,63,64
00-0018162,1992,BUF,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,49,76,60,33,32,32,73,76,77,34,35,32,34,34,33,36,35,34,47,55,65
00-0011463,1992,BUF,generated_low_confidence,generated,0.45,,Rated 73 (P): lead starter by within-roster depth rank — low confidence.,73,34,31,62,37,35,37,32,35,32,37,36,37,36,32,32,33,53,71,61,66,62
00-0013499,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,71,46,59,36,60,70,50,37,36,32,35,34,35,31,34,74,32,31,58,59,64
00-0009566,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,74,53,60,32,59,70,49,34,33,34,34,35,33,35,33,75,34,33,63,64,67
00-0015111,1992,BUF,manual_override,manual,0.95,,"NFL all-time sack leader; 11-time Pro Bowl edge rusher. [by ratings-committee, 2026-06-08]",97,98,77,80,39,38,37,37,36,41,98,83,95,62,37,40,39,36,37,77,80,80
00-0006629,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,69,51,61,37,37,37,35,35,33,33,31,64,71,73,65,62,31,36,64,63,60
00-0007373,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,71,52,65,33,35,36,34,34,32,36,31,58,74,75,64,59,31,32,60,64,64
00-0018267,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,73,50,61,31,33,37,32,31,33,33,36,58,74,73,62,61,35,35,60,59,59
00-0000994,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,72,50,60,34,63,71,46,36,36,35,37,35,35,32,34,72,37,34,63,59,62
00-0013558,1992,BUF,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,63,51,70,72,52,36,32,33,37,32,32,35,37,34,36,60,32,33,74,63,61
00-0005953,1992,BUF,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,59,53,73,69,49,36,37,32,32,32,36,35,35,34,37,62,35,36,70,62,63
00-0010023,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,74,53,58,32,59,71,47,35,31,35,36,33,32,35,36,70,32,36,65,59,67
james-williams,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,70,46,63,32,34,32,36,35,31,32,34,61,75,72,61,61,35,34,64,59,66
00-0009111,1992,BUF,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,62,54,71,70,48,34,32,34,36,36,33,37,33,35,36,59,37,32,71,65,67
00-0017978,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,71,63,58,33,33,31,35,34,32,70,60,70,48,33,35,37,32,31,65,59,63
00-0008152,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,72,47,60,35,33,34,36,32,34,36,31,62,70,74,58,60,33,34,63,60,62
00-0014512,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,70,50,62,31,33,36,35,32,33,37,36,62,72,75,65,61,36,35,64,65,65
00-0003889,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,72,52,65,35,33,34,31,32,37,36,35,64,74,70,60,59,36,31,62,62,65
00-0012311,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,71,46,63,32,37,35,32,37,36,33,35,62,71,73,59,62,35,34,64,61,65
00-0006795,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,72,63,64,32,37,33,36,32,35,74,58,72,49,32,33,36,36,36,63,60,65
00-0016055,1992,BUF,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,71,48,63,33,58,71,50,32,34,33,34,31,31,31,37,73,33,34,58,63,67
00-0009956,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (C): position-based prior (no starts or stats on file) — low confidence.,71,52,69,58,34,32,37,71,69,72,36,34,33,34,31,36,33,34,35,51,49,60
00-0004743,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (WR): position-based prior (no starts or stats on file) — low confidence.,71,73,48,63,33,59,73,50,34,32,32,34,33,35,34,32,70,32,33,65,61,66
00-0000584,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,59,58,70,32,31,34,36,32,35,63,73,73,64,52,65,36,34,32,57,57,62
00-0005764,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,70,69,60,34,68,58,47,47,31,36,33,32,33,34,36,65,34,31,57,60,65
00-0001100,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,60,64,69,36,36,36,36,35,33,61,68,69,61,53,63,33,33,32,62,57,65
00-0016029,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,64,60,73,34,36,32,33,33,31,63,69,70,61,49,64,35,34,32,58,59,59
ed-thomas,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,61,61,62,36,48,70,71,64,59,35,36,33,35,37,35,69,37,33,59,58,64
00-0005629,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,69,71,58,32,68,60,48,53,35,34,36,34,33,31,34,58,33,35,65,64,64
00-0012561,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,50,70,59,35,34,36,71,71,72,31,34,33,32,32,35,31,35,35,46,52,60
00-0012663,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (DT): position-based prior (no starts or stats on file) — low confidence.,71,52,73,59,36,33,35,35,32,31,69,70,59,34,33,33,33,36,32,59,59,64
00-0018303,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (DT): position-based prior (no starts or stats on file) — low confidence.,71,52,72,62,32,35,32,33,36,34,71,70,60,34,34,33,33,33,36,60,64,61
00-0015661,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,57,64,68,34,34,33,35,33,34,57,74,70,62,52,64,36,32,35,62,57,59
00-0013771,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,50,70,62,33,32,31,71,71,70,34,32,32,31,31,35,36,34,35,50,51,66
00-0006079,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,64,60,71,34,33,31,32,32,34,60,70,68,63,48,63,35,32,32,61,58,60
00-0010936,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,64,60,61,35,49,73,70,58,58,34,32,36,32,36,32,72,35,32,63,59,66
00-0004009,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,70,69,64,31,73,58,46,47,34,33,35,33,35,36,32,62,35,32,62,59,63
00-0007901,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (C): position-based prior (no starts or stats on file) — low confidence.,71,51,73,62,34,36,32,72,69,71,33,36,33,32,33,32,35,35,35,53,48,60
00-0010259,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,62,63,74,33,33,35,36,35,36,62,72,72,64,47,63,32,35,32,59,61,59
00-0012987,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,64,62,68,34,37,36,33,35,33,63,73,70,64,46,58,32,34,33,59,63,66
00-0012666,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,62,57,74,33,32,31,35,36,35,63,70,72,57,49,57,32,36,34,58,64,59
00-0010019,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (DT): position-based prior (no starts or stats on file) — low confidence.,71,51,68,59,35,31,34,36,36,31,70,71,63,34,34,35,32,35,36,64,63,65
00-0005590,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,52,72,60,36,34,32,70,69,72,32,31,33,36,34,35,32,32,37,48,51,63
00-0016731,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,57,57,62,35,50,73,69,60,62,34,32,36,33,33,33,70,32,32,57,62,59
00-0011156,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,59,64,61,33,53,73,70,57,62,36,33,31,34,33,34,73,32,35,59,62,64
00-0007075,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,58,61,70,34,33,37,33,35,32,58,72,68,64,50,62,31,31,32,63,60,65
00-0000548,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,59,58,58,32,53,70,69,63,58,32,35,36,33,33,36,69,35,36,63,58,65
00-0003368,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,61,59,72,32,36,35,33,31,36,63,70,74,57,50,59,31,31,31,64,65,66
00-0016331,1992,BUF,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,70,71,64,32,74,59,50,48,31,36,36,34,35,36,36,58,34,33,57,63,60
00-0016823,1992,CHI,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,51,74,60,34,36,33,76,74,72,33,33,34,37,37,36,35,36,37,52,52,63
00-0002422,1992,CHI,generated_low_confidence,generated,0.45,,Rated 74 (K): lead starter by within-roster depth rank — low confidence.,74,34,33,60,35,34,34,32,37,32,34,34,32,34,37,36,35,77,51,65,59,64
00-0000091,1992,CHI,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,53,77,61,34,33,36,72,74,75,37,32,33,32,36,32,37,35,33,54,54,64
00-0016328,1992,CHI,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,47,73,59,35,33,33,71,73,74,34,33,37,32,37,33,35,33,36,47,49,65
00-0000536,1992,CHI,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,49,73,64,35,32,33,76,74,77,37,34,37,36,33,34,33,34,34,49,49,65
00-0005771,1992,CHI,generated_low_confidence,generated,0.45,,Rated 73 (P): lead starter by within-roster depth rank — low confidence.,73,36,35,61,35,34,35,34,32,32,34,33,33,32,35,31,33,53,75,63,63,61
00-0015450,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,73,61,59,35,32,32,35,32,33,74,59,69,52,31,34,36,31,36,60,63,67
00-0011643,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,72,53,60,31,64,75,52,35,34,33,36,36,33,36,33,70,31,37,64,60,66
00-0016980,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,74,47,58,35,62,71,46,31,32,33,34,31,33,34,35,75,36,34,59,61,63
00-0016057,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,74,52,60,34,33,36,34,36,33,35,35,60,72,71,58,60,35,35,63,63,67
00-0018240,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,70,48,59,33,35,32,33,34,32,37,37,58,73,70,61,62,32,32,63,59,60
00-0018295,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,69,51,64,34,58,75,49,37,32,32,32,35,34,35,31,70,36,32,63,60,65
00-0009444,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,74,53,58,35,63,72,47,35,31,36,35,36,31,33,33,72,32,33,65,59,60
00-0009933,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,70,52,62,36,32,36,33,34,32,35,31,60,73,72,63,61,35,37,61,61,60
00-0006808,1992,CHI,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,65,49,71,71,54,31,33,34,32,34,34,32,34,35,36,62,36,33,72,60,62
00-0011717,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,59,59,70,37,33,33,33,33,37,60,71,75,61,48,62,36,35,33,63,58,60
00-0014518,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,58,61,71,36,37,36,36,34,34,63,71,73,65,51,59,36,36,31,63,65,64
00-0010332,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,70,49,64,32,32,36,36,34,34,32,35,61,72,70,58,58,31,35,65,60,66
00-0014021,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,59,60,70,34,32,36,35,34,35,65,73,73,61,50,60,35,35,32,60,64,60
00-0015734,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,73,54,61,34,31,33,36,34,35,36,36,60,74,75,63,62,36,31,62,58,61
00-0004477,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,71,54,60,33,34,35,33,36,35,37,32,60,70,71,61,61,37,34,61,60,65
00-0014988,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,61,65,70,35,33,34,34,35,36,60,74,72,64,49,58,35,32,34,62,65,60
00-0017984,1992,CHI,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,63,49,71,69,53,33,31,33,34,35,31,34,36,36,31,62,35,37,69,61,66
00-0004205,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,71,59,60,33,32,32,33,36,33,71,65,73,51,31,34,35,32,31,62,65,59
00-0005041,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,74,49,59,35,35,37,32,36,33,37,31,61,74,69,58,58,34,34,60,63,67
00-0003583,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,59,58,72,36,34,37,34,34,32,64,71,71,63,50,64,34,36,34,59,65,61
00-0011696,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,72,50,61,37,61,75,49,34,33,36,35,32,36,31,32,74,32,37,62,64,64
00-0013781,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,61,60,75,35,33,34,34,33,35,63,74,69,58,54,64,35,35,35,62,58,61
00-0011001,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,54,69,58,34,33,31,35,34,33,72,72,60,32,32,34,33,31,31,62,58,60
tim-ryan,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,47,75,64,34,33,34,31,33,32,73,71,65,36,32,33,35,36,35,61,58,67
00-0016966,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,72,52,62,32,65,70,50,32,33,33,32,34,35,32,33,69,36,33,63,59,64
00-0000439,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,74,60,60,36,36,32,34,36,34,74,59,75,48,33,32,35,33,34,63,59,61
00-0004066,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,71,54,59,36,65,73,47,31,36,32,31,33,33,33,32,75,34,32,63,60,63
00-0005656,1992,CHI,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,65,49,74,74,52,32,34,34,36,34,33,37,35,35,35,59,31,33,72,61,67
00-0012831,1992,CHI,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,52,72,64,32,35,32,37,35,32,71,74,60,36,37,32,31,34,31,57,58,61
00-0002970,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,70,68,59,35,73,60,52,52,34,31,35,34,32,31,33,62,35,31,60,62,62
00-0011880,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,71,73,61,35,72,61,46,49,31,35,31,35,36,33,36,64,35,36,62,59,64
00-0018522,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (DT): position-based prior (no starts or stats on file) — low confidence.,71,46,70,62,34,32,32,33,36,34,71,72,61,31,35,32,34,33,32,64,62,61
00-0008726,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (LB): position-based prior (no starts or stats on file) — low confidence.,71,58,64,73,33,33,35,31,31,36,64,73,70,59,52,65,35,31,31,58,63,61
00-0009847,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,69,73,63,36,73,58,53,47,33,36,33,33,36,34,35,57,36,32,60,62,61
00-0005876,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,70,74,64,35,72,64,47,46,32,35,34,32,32,33,36,57,35,31,62,59,65
00-0017821,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (DT): position-based prior (no starts or stats on file) — low confidence.,71,48,69,61,35,33,35,32,34,33,72,70,60,35,33,32,35,34,35,63,60,62
00-0009783,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (C): position-based prior (no starts or stats on file) — low confidence.,71,50,70,63,34,33,35,68,71,69,34,33,32,35,37,36,37,34,34,47,48,62
00-0005399,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (C): position-based prior (no starts or stats on file) — low confidence.,71,47,73,62,31,34,35,72,72,73,33,31,33,37,35,36,34,36,32,48,53,60
00-0016428,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,59,63,58,33,48,70,73,59,64,33,36,34,31,32,35,74,35,33,57,63,59
00-0018152,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,46,71,64,35,32,32,71,69,70,36,33,32,34,35,31,33,33,32,46,52,65
00-0008376,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,63,65,64,32,51,72,68,62,57,31,32,36,36,31,35,71,32,31,60,60,64
00-0001312,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (TE): position-based prior (no starts or stats on file) — low confidence.,71,57,64,61,32,48,71,71,63,62,36,32,31,33,32,35,74,33,35,63,59,61
00-0001516,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,49,71,65,36,32,32,69,68,69,34,32,36,34,34,33,32,36,32,49,48,60
00-0002688,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (S): position-based prior (no starts or stats on file) — low confidence.,71,58,61,60,33,31,33,33,34,35,53,62,73,70,64,70,65,31,32,63,61,61
00-0006340,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,74,69,61,36,71,59,46,49,36,36,31,34,36,36,34,64,31,36,58,58,63
00-0012671,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (S): position-based prior (no starts or stats on file) — low confidence.,71,59,60,57,31,32,36,31,32,35,48,62,71,73,60,71,63,31,34,57,62,66
00-0008967,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,52,74,62,33,36,31,72,72,73,32,35,31,35,32,36,34,34,36,52,53,64
00-0000334,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (RB): position-based prior (no starts or stats on file) — low confidence.,71,72,70,62,32,68,57,51,48,31,33,37,35,34,37,32,63,35,32,58,59,61
00-0005847,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (S): position-based prior (no starts or stats on file) — low confidence.,71,61,60,62,32,36,36,32,34,32,51,62,73,69,59,69,59,32,35,57,63,61
00-0016203,1992,CHI,generated_low_confidence,generated,0.33,,Rated 71 (LG): position-based prior (no starts or stats on file) — low confidence.,71,53,72,62,37,33,33,69,72,69,33,31,31,36,32,32,33,35,33,48,47,61
00-0009488,1992,CIN,generated_low_confidence,generated,0.45,,Rated 81 (DT): lead starter by within-roster depth rank — low confidence.,81,57,83,65,39,33,35,33,36,33,82,81,66,33,34,35,35,33,38,66,65,73
tony-savage,1992,CIN,generated_low_confidence,generated,0.45,,Rated 77 (DT): starter by within-roster depth rank — low confidence.,77,52,80,67,37,35,36,36,36,33,78,78,68,35,34,33,37,36,36,68,68,68
00-0011825,1992,CIN,manual_override,manual,0.95,,"Widely regarded as the greatest offensive tackle in NFL history. [by ratings-committee, 2026-06-08]",98,62,96,76,40,40,36,98,97,99,41,40,37,38,39,39,36,38,37,63,63,81
00-0001720,1992,CIN,generated_low_confidence,generated,0.45,,Rated 74 (K): lead starter by within-roster depth rank — low confidence.,74,36,36,60,33,34,34,32,36,34,36,32,33,37,36,32,37,76,50,65,66,66
00-0017124,1992,CIN,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,49,73,64,31,32,32,74,77,76,35,36,31,34,34,34,37,34,33,48,51,63
00-0011779,1992,CIN,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,51,73,63,32,36,34,75,75,72,35,37,36,32,37,33,32,36,35,53,47,62
00-0014363,1992,CIN,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,48,77,61,34,32,35,73,72,77,34,37,33,35,37,34,34,33,31,53,50,68
00-0009547,1992,CIN,generated_low_confidence,generated,0.33,,Rated 74 (LT): position-based prior (no starts or stats on file) — low confidence.,74,50,76,61,34,35,33,74,75,71,35,32,37,34,36,36,36,32,35,54,47,63
00-0008566,1992,CIN,generated_low_confidence,generated,0.45,,Rated 73 (P): lead starter by within-roster depth rank — low confidence.,73,33,36,66,34,37,33,37,36,34,32,36,35,32,34,37,37,47,71,66,61,61
00-0008677,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (CB): position-based prior (no starts or stats on file) — low confidence.,72,72,50,59,32,36,33,33,36,31,32,31,58,73,71,58,58,32,34,65,64,62
00-0006143,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,58,62,74,36,32,33,35,32,34,64,75,74,64,51,61,35,34,32,61,61,64
00-0017712,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,69,64,64,36,34,34,33,35,32,70,63,71,48,34,31,37,35,35,61,58,66
00-0011444,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (EDGE): position-based prior (no starts or stats on file) — low confidence.,72,72,60,63,34,32,33,31,31,31,72,64,71,47,36,34,32,33,33,58,59,63
00-0004937,1992,CIN,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,59,48,72,69,49,36,35,35,32,33,36,32,32,32,33,58,33,34,73,59,64
00-0016576,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,58,62,69,37,36,37,36,36,33,59,74,71,60,54,58,34,32,35,64,62,62
00-0012953,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,74,52,58,35,64,73,48,32,34,33,34,33,32,37,32,74,31,37,63,60,61
00-0015848,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,63,64,74,34,36,35,34,34,31,62,73,72,58,47,61,31,33,32,59,62,66
00-0009331,1992,CIN,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,65,53,74,70,47,31,36,34,34,32,33,33,37,35,36,64,33,32,75,65,63
00-0007601,1992,CIN,generated_low_confidence,generated,0.33,true,Rated 72 (QB): position-based prior (no starts or stats on file) — low confidence.,72,59,48,69,75,53,32,34,36,35,33,35,34,32,34,31,61,32,31,71,59,61
00-0001923,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,71,53,58,32,60,71,54,35,33,36,34,31,31,31,34,72,32,34,63,64,60
00-0016708,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,72,52,63,34,58,74,50,32,34,35,34,32,36,32,31,70,33,35,58,65,65
00-0014732,1992,CIN,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,58,64,72,32,33,34,33,31,32,61,69,71,61,50,65,35,32,31,64,63,64
