player_id,name,season,team_code,position,status,review_status,reviewed_by,last_updated,rating_confidence,reason,overall,speed,strength,awareness,pass_rating,run_rating,receiving,blocking,pass_block,run_block,pass_rush,run_defense,tackling,coverage,man_coverage,zone_coverage,hands,kicking,punting,clutch,playoff_clutch,durability
00-0000204,Eric Allen,1999,LV,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran Pro Bowl corner,82,,,,,,,,,,,,,,,,,,,,,
00-0000400,Leo Araguz,1999,LV,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Strong-legged punter,74,,,,,,,,,,,,,,,,,,,,,
00-0006808,Jim Harbaugh,1999,LAC,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starter,74,,,,,,,,,,,,,,,,,,,,,
00-0011081,Natrone Means,1999,LAC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead back,76,,,,,,,,,,,,,,,,,,,,,
00-0005324,Terrell Fletcher,1999,LAC,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Third-down back,70,,,,,,,,,,,,,,,,,,,,,
00-0006210,Jeff Graham,1999,LAC,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran possession WR,76,,,,,,,,,,,,,,,,,,,,,
00-0008749,Freddie Jones,1999,LAC,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl receiving tight end,80,,,,,,,,,,,,,,,,,,,,,
00-0014619,Junior Seau,1999,LAC,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite All-Pro middle linebacker, leader",92,,,,,,,,,,,,,,,,,,,,,
00-0007030,Rodney Harrison,1999,LAC,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting Pro Bowl safety,86,,,,,,,,,,,,,,,,,,,,,
00-0008603,Raylee Johnson,1999,LAC,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational pass rusher,74,,,,,,,,,,,,,,,,,,,,,
00-0012607,John Parrella,1999,LAC,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Stout defensive tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0017813,Jamal Williams,1999,LAC,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young nose tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0004353,Gerald Dixon,1999,LAC,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,73,,,,,,,,,,,,,,,,,,,,,
00-0014743,Terrance Shaw,1999,LAC,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0008126,Greg Jackson,1999,LAC,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting safety,73,,,,,,,,,,,,,,,,,,,,,
00-0002655,John Carney,1999,LAC,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Accurate veteran kicker,84,,,,,,,,,,,,,,,,,,,,,
00-0001101,Darren Bennett,1999,LAC,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,All-Pro punter,84,,,,,,,,,,,,,,,,,,,,,
00-0009311,Jon Kitna,1999,SEA,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Starter, mixed results",74,,,,,,,,,,,,,,,,,,,,,
00-0017322,Ricky Watters,1999,SEA,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead back, 1210 yds",82,,,,,,,,,,,,,,,,,,,,,
00-0006305,Ahman Green,1999,SEA,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Backup (pre-Green Bay breakout),72,,,,,,,,,,,,,,,,,,,,,
00-0015830,Mack Strong,1999,SEA,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead-blocking fullback,70,,,,,,,,,,,,,,,,,,,,,
00-0005720,Joey Galloway,1999,SEA,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Explosive playmaker (held out early),84,,,,,,,,,,,,,,,,,,,,,
00-0004077,Sean Dawkins,1999,SEA,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Possession #1 in Galloway absence,76,,,,,,,,,,,,,,,,,,,,,
00-0010599,Derrick Mayes,1999,SEA,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational receiver,72,,,,,,,,,,,,,,,,,,,,,
00-0008894,Walter Jones,1999,SEA,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Elite All-Pro left tackle,92,,,,,,,,,,,,,,,,,,,,,
00-0009137,Pete Kendall,1999,SEA,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting guard,76,,,,,,,,,,,,,,,,,,,,,
00-0014980,Michael Sinclair,1999,SEA,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl edge, prior NFL sack leader",84,,,,,,,,,,,,,,,,,,,,,
00-0009148,Cortez Kennedy,1999,SEA,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Future HOF DT, still disruptive",84,,,,,,,,,,,,,,,,,,,,,
00-0000065,Sam Adams,1999,SEA,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive big defensive tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0003874,Phillip Daniels,1999,SEA,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting defensive end,76,,,,,,,,,,,,,,,,,,,,,
00-0001887,Chad Brown,1999,SEA,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star every-down LB, Pro Bowl",85,,,,,,,,,,,,,,,,,,,,,
00-0014889,Anthony Simmons,1999,SEA,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending fast linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0015132,Darrin Smith,1999,SEA,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting linebacker,74,,,,,,,,,,,,,,,,,,,,,
00-0015495,Shawn Springs,1999,SEA,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl shutdown corner,83,,,,,,,,,,,,,,,,,,,,,
00-0017961,Willie Williams,1999,SEA,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,74,,,,,,,,,,,,,,,,,,,,,
00-0017766,Darryl Williams,1999,SEA,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran ballhawk safety,76,,,,,,,,,,,,,,,,,,,,,
00-0001058,Jay Bellamy,1999,SEA,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,74,,,,,,,,,,,,,,,,,,,,,
00-0012875,Todd Peterson,1999,SEA,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable kicker,78,,,,,,,,,,,,,,,,,,,,,
00-0005113,Jeff Feagles,1999,SEA,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable punter,74,,,,,,,,,,,,,,,,,,,,,
00-0000104,Troy Aikman,1999,DAL,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Veteran franchise QB, 2964 yds",83,,,,,,,,,,,,,,,,,,,,,
00-0015165,Emmitt Smith,1999,DAL,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Still elite workhorse, 1397 yds, 11 TD",88,,,,,,,,,,,,,,,,,,,,,
00-0008060,Raghib Ismail,1999,DAL,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Deep threat, 1097 yds (Rocket)",84,,,,,,,,,,,,,,,,,,,,,
00-0008044,Michael Irvin,1999,DAL,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Career-ending neck injury early,76,,,,,,,,,,,,,,,,,,,,,
00-0000217,Larry Allen,1999,DAL,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Dominant All-Pro guard, strongest in NFL",96,,,,,,,,,,,,,,,,,,,,,
00-0000045,Flozell Adams,1999,DAL,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending young left tackle,82,,,,,,,,,,,,,,,,,,,,,
00-0017792,Erik Williams,1999,DAL,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Veteran right tackle, declining",78,,,,,,,,,,,,,,,,,,,,,
00-0004851,Greg Ellis,1999,DAL,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending edge rusher,80,,,,,,,,,,,,,,,,,,,,,
00-0004808,Ebenezer Ekuban,1999,DAL,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational pass rusher,73,,,,,,,,,,,,,,,,,,,,,
00-0009823,Leon Lett,1999,DAL,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive DT when available,76,,,,,,,,,,,,,,,,,,,,,
00-0007283,Chad Hennings,1999,DAL,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran interior lineman,74,,,,,,,,,,,,,,,,,,,,,
00-0003140,Dexter Coakley,1999,DAL,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Fast Pro Bowl linebacker,82,,,,,,,,,,,,,,,,,,,,,
00-0006063,Randall Godfrey,1999,DAL,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Tackle-machine linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0012085,Dat Nguyen,1999,DAL,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie inside linebacker,72,,,,,,,,,,,,,,,,,,,,,
00-0014324,Deion Sanders,1999,DAL,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite shutdown corner + returner, All-Pro",95,,,,,,,,,,,,,,,,,,,,,
00-0015238,Kevin Smith,1999,DAL,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting corner,74,,,,,,,,,,,,,,,,,,,,,
00-0018228,Darren Woodson,1999,DAL,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl hard-hitting safety,86,,,,,,,,,,,,,,,,,,,,,
00-0016157,George Teague,1999,DAL,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,74,,,,,,,,,,,,,,,,,,,,,
00-0003292,Kerry Collins,1999,NYG,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Took over midseason, clear starter",76,,,,,,,,,,,,,,,,,,,,,
00-0006212,Kent Graham,1999,NYG,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Split-start QB,70,,,,,,,,,,,,,,,,,,,,,
00-0000745,Tiki Barber,1999,NYG,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Dual-threat ascending back, 1577 scrimmage",80,,,,,,,,,,,,,,,,,,,,,
00-0001938,Gary Brown,1999,NYG,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee back,72,,,,,,,,,,,,,,,,,,,,,
00-0016550,Amani Toomer,1999,NYG,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Breakout #1 WR, 1183 yds",86,,,,,,,,,,,,,,,,,,,,,
00-0007468,Ike Hilliard,1999,NYG,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Reliable #2, 996 yds",80,,,,,,,,,,,,,,,,,,,,,
00-0011425,Pete Mitchell,1999,NYG,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving tight end,73,,,,,,,,,,,,,,,,,,,,,
00-0012293,Roman Oben,1999,NYG,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting left tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0015761,Ron Stone,1999,NYG,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl guard,82,,,,,,,,,,,,,,,,,,,,,
00-0015795,Michael Strahan,1999,NYG,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Elite All-Pro edge rusher,90,,,,,,,,,,,,,,,,,,,,,
00-0008703,Cedric Jones,1999,NYG,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive end,73,,,,,,,,,,,,,,,,,,,,,
00-0006719,Keith Hamilton,1999,NYG,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Disruptive interior, 10 sacks",82,,,,,,,,,,,,,,,,,,,,,
00-0012841,Christian Peter,1999,NYG,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive tackle,72,,,,,,,,,,,,,,,,,,,,,
00-0000426,Jessie Armstead,1999,NYG,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl playmaking linebacker,86,,,,,,,,,,,,,,,,,,,,,
00-0014637,Jason Sehorn,1999,NYG,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Athletic starting corner,82,,,,,,,,,,,,,,,,,,,,,
00-0015437,Phillippi Sparks,1999,NYG,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0005785,Sam Garnes,1999,NYG,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting starting safety,76,,,,,,,,,,,,,,,,,,,,,
00-0004875,Percy Ellsworth,1999,NYG,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,72,,,,,,,,,,,,,,,,,,,,,
00-0003841,Brad Daluiso,1999,NYG,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran kicker,74,,,,,,,,,,,,,,,,,,,,,
00-0011022,Donovan McNabb,1999,PHI,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Rookie, started midseason, ascending",74,,,,,,,,,,,,,,,,,,,,,
00-0012726,Doug Pederson,1999,PHI,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran placeholder starter,66,,,,,,,,,,,,,,,,,,,,,
00-0015523,Duce Staley,1999,PHI,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Workhorse, 1273 yds + receiving",84,,,,,,,,,,,,,,,,,,,,,
00-0008454,Charles Johnson,1999,PHI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran possession WR,74,,,,,,,,,,,,,,,,,,,,,
00-0015063,Torrance Small,1999,PHI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Deep-threat starter,73,,,,,,,,,,,,,,,,,,,,,
00-0009842,Chad Lewis,1999,PHI,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving tight end,74,,,,,,,,,,,,,,,,,,,,,
00-0016334,Tra Thomas,1999,PHI,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending Pro Bowl left tackle,84,,,,,,,,,,,,,,,,,,,,,
00-0010595,Jermane Mayberry,1999,PHI,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending starting guard,78,,,,,,,,,,,,,,,,,,,,,
00-0011241,Bubba Miller,1999,PHI,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting center,72,,,,,,,,,,,,,,,,,,,,,
00-0004470,Hugh Douglas,1999,PHI,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl edge, double-digit sacks",86,,,,,,,,,,,,,,,,,,,,,
00-0010318,Mike Mamula,1999,PHI,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pass-rushing end,76,,,,,,,,,,,,,,,,,,,,,
00-0016271,Hollis Thomas,1999,PHI,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Stout nose tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0016624,Jeremiah Trotter,1999,PHI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending star middle linebacker,82,,,,,,,,,,,,,,,,,,,,,
00-0002518,Mike Caldwell,1999,PHI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,73,,,,,,,,,,,,,,,,,,,,,
00-0016924,Troy Vincent,1999,PHI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl shutdown corner,86,,,,,,,,,,,,,,,,,,,,,
00-0016082,Bobby Taylor,1999,PHI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Big physical Pro Bowl-caliber corner,84,,,,,,,,,,,,,,,,,,,,,
00-0006915,Al Harris,1999,PHI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young rotational corner,70,,,,,,,,,,,,,,,,,,,,,
00-0004073,Brian Dawkins,1999,PHI,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star ballhawk safety, Pro Bowl",88,,,,,,,,,,,,,,,,,,,,,
00-0008442,Brad Johnson,1999,WAS,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl season, 4005 yds, 24 TD",84,,,,,,,,,,,,,,,,,,,,,
00-0004052,Stephen Davis,1999,WAS,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Breakout star, 1405 yds, 17 TD, Pro Bowl",88,,,,,,,,,,,,,,,,,,,,,
00-0002846,Larry Centers,1999,WAS,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl receiving fullback,78,,,,,,,,,,,,,,,,,,,,,
00-0007389,Skip Hicks,1999,WAS,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Backup running back,70,,,,,,,,,,,,,,,,,,,,,
00-0017470,Michael Westbrook,1999,WAS,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Career year, 1191 yds",84,,,,,,,,,,,,,,,,,,,,,
00-0003378,Albert Connell,1999,WAS,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Deep threat, 1132 yds",80,,,,,,,,,,,,,,,,,,,,,
00-0005616,Irving Fryar,1999,WAS,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Aged veteran possession WR,76,,,,,,,,,,,,,,,,,,,,,
00-0000166,Stephen Alexander,1999,WAS,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving tight end,76,,,,,,,,,,,,,,,,,,,,,
00-0008640,Tre' Johnson,1999,WAS,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl guard,84,,,,,,,,,,,,,,,,,,,,,
00-0008271,Jon Jansen,1999,WAS,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid rookie starting tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0007195,Andy Heck,1999,WAS,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting left tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0015847,Dana Stubblefield,1999,WAS,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran defensive tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0017698,Dan Wilkinson,1999,WAS,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Stout run-stuffing tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0003230,Marco Coleman,1999,WAS,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid pass-rushing edge,78,,,,,,,,,,,,,,,,,,,,,
00-0009612,Kenard Lang,1999,WAS,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive end,74,,,,,,,,,,,,,,,,,,,,,
00-0000743,Shawn Barber,1999,WAS,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending playmaking linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0000585,Champ Bailey,1999,WAS,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star rookie corner, Pro Bowl-caliber",86,,,,,,,,,,,,,,,,,,,,,
00-0006316,Darrell Green,1999,WAS,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Future HOF veteran corner, still excellent",82,,,,,,,,,,,,,,,,,,,,,
00-0014692,Sam Shade,1999,WAS,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,73,,,,,,,,,,,,,,,,,,,,,
00-0016689,Matt Turk,1999,WAS,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl punter,80,,,,,,,,,,,,,,,,,,,,,
00-0013042,Jake Plummer,1999,ARI,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Regressed badly: 9 TD vs 24 INT,72,,,,,,,,,,,,,,,,,,,,,
00-0017710,Aeneas Williams,1999,ARI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Perennial All-Pro shutdown corner,90,,,,,,,,,,,,,,,,,,,,,
00-0014328,Frank Sanders,1999,ARI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead WR, 79-954",84,,,,,,,,,,,,,,,,,,,,,
00-0001532,David Boston,1999,ARI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending sophomore WR,79,,,,,,,,,,,,,,,,,,,,,
00-0011601,Rob Moore,1999,ARI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Injury-limited veteran #1,75,,,,,,,,,,,,,,,,,,,,,
00-0011869,Adrian Murrell,1999,ARI,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead back, 554 rush",75,,,,,,,,,,,,,,,,,,,,,
00-0013644,Simeon Rice,1999,ARI,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite pass rusher, 16.5 sacks",86,,,,,,,,,,,,,,,,,,,,,
00-0016976,Andre Wadsworth,1999,ARI,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Former top pick, solid edge",77,,,,,,,,,,,,,,,,,,,,,
00-0015947,Eric Swann,1999,ARI,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Aging veteran defensive tackle,75,,,,,,,,,,,,,,,,,,,,,
00-0010970,Ronald McKinnon,1999,ARI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Tackle-machine middle linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0005560,Rob Fredrickson,1999,ARI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,75,,,,,,,,,,,,,,,,,,,,,
00-0016479,Pat Tillman,1999,ARI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting starting safety,74,,,,,,,,,,,,,,,,,,,,,
00-0009659,Kwamie Lassiter,1999,ARI,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ballhawk safety,78,,,,,,,,,,,,,,,,,,,,,
00-0002919,Corey Chavous,1999,ARI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Nickel/rotational defensive back,72,,,,,,,,,,,,,,,,,,,,,
00-0006848,Terry Hardy,1999,ARI,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational tight end,70,,,,,,,,,,,,,,,,,,,,,
00-0005885,Jeff George,1999,MIN,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Took over for Cunningham, strong play",82,,,,,,,,,,,,,,,,,,,,,
00-0003761,Randall Cunningham,1999,MIN,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Regressed from MVP-runner-up 1998,72,,,,,,,,,,,,,,,,,,,,,
00-0015286,Robert Smith,1999,MIN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Explosive Pro Bowl back, 1015 yds",84,,,,,,,,,,,,,,,,,,,,,
00-0007520,Leroy Hoard,1999,MIN,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Goal-line back,72,,,,,,,,,,,,,,,,,,,,,
00-0002721,Cris Carter,1999,MIN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite All-Pro WR, 90-1241-13",92,,,,,,,,,,,,,,,,,,,,,
00-0011754,Randy Moss,1999,MIN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Superstar, 1413 yds, 11 TD, freak talent",94,,,,,,,,,,,,,,,,,,,,,
00-0013512,Jake Reed,1999,MIN,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran #3 receiver,76,,,,,,,,,,,,,,,,,,,,,
00-0010790,Randall McDaniel,1999,MIN,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Perennial All-Pro guard,90,,,,,,,,,,,,,,,,,,,,,
00-0015822,Korey Stringer,1999,MIN,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl right tackle,82,,,,,,,,,,,,,,,,,,,,,
00-0015668,Todd Steussie,1999,MIN,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber left tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0002983,Jeff Christy,1999,MIN,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl center,80,,,,,,,,,,,,,,,,,,,,,
00-0001263,Matt Birk,1999,MIN,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending interior lineman,76,,,,,,,,,,,,,,,,,,,,,
00-0013405,John Randle,1999,MIN,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite All-Pro interior rusher, 11.5 sacks",92,,,,,,,,,,,,,,,,,,,,,
00-0004396,Chris Doleman,1999,MIN,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Veteran rusher, 8 sacks",86,,,,,,,,,,,,,,,,,,,,,
00-0010784,Ed McDaniel,1999,MIN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Tackle-machine middle linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0014135,Dwayne Rudd,1999,MIN,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Fast playmaking linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0006459,Robert Griffith,1999,MIN,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting Pro Bowl-caliber safety,82,,,,,,,,,,,,,,,,,,,,,
00-0016307,Orlando Thomas,1999,MIN,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,74,,,,,,,,,,,,,,,,,,,,,
00-0007512,Jimmy Hitchcock,1999,MIN,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0000313,Gary Anderson,1999,MIN,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Elite accurate kicker,84,,,,,,,,,,,,,,,,,,,,,
00-0001157,Mitch Berger,1999,MIN,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl punter,76,,,,,,,,,,,,,,,,,,,,,
00-0005106,Brett Favre,1999,GB,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star QB, 4091 yds, 22 TD",88,,,,,,,,,,,,,,,,,,,,,
00-0009829,Dorsey Levens,1999,GB,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead back, 1034 yds",80,,,,,,,,,,,,,,,,,,,,,
00-0007254,William Henderson,1999,GB,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl blocking fullback,76,,,,,,,,,,,,,,,,,,,,,
00-0005562,Antonio Freeman,1999,GB,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"#1 WR, 1074 yds",85,,,,,,,,,,,,,,,,,,,,,
00-0014489,Bill Schroeder,1999,GB,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Breakout, 1051 yds",80,,,,,,,,,,,,,,,,,,,,,
00-0001627,Corey Bradford,1999,GB,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational deep threat,70,,,,,,,,,,,,,,,,,,,,,
00-0016878,Ross Verba,1999,GB,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting left tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0013780,Marco Rivera,1999,GB,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending guard,78,,,,,,,,,,,,,,,,,,,,,
00-0018115,Frank Winters,1999,GB,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran center,76,,,,,,,,,,,,,,,,,,,,,
00-0007611,Vonnie Holliday,1999,GB,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive young defensive tackle,80,,,,,,,,,,,,,,,,,,,,,
